STOP_ID,STOP_TYPE,X,Y,LAST_UPDATE_DATE,STOP_CODE
13424,1,842177,817260,27/4/2020,
10000003,1,842819,819673,24/9/2020,
13425,1,835121,818877,22/5/2020,
10000004,1,832982,822003,6/10/2020,
13423,1,839932,821354,21/4/2020,
12910,1,834407,820555,19/4/2012,
9696,1,826248,825681,19/4/2012,
12404,1,839226,823014,19/4/2012,
12955,1,835641,825484,19/4/2012,
1567,1,834054,812273,19/4/2012,
10000001,1,837986,828721,7/9/2020,
12,1,842016,814846,19/4/2012,
118,1,836177,815437,19/4/2012,
419,1,836206,815108,19/4/2012,
13006,1,830766,825091,19/4/2012,
10342,1,818418,836102,19/4/2012,
12493,1,839190,816946,19/4/2012,
10225,1,835402,820465,19/4/2012,
12798,1,808891,817392,19/4/2012,
343,1,831776,813980,19/4/2012,
9520,1,831000,825086,19/4/2012,
1477,1,833925,812322,19/4/2012,
8056,1,836630,815254,19/4/2012,
10000002,1,837625,828872,7/9/2020,
371,1,834067,812035,19/4/2012,
13421,1,839434,819204,2/3/2020,
6709,1,840299,844680,19/4/2012,
11072,1,809763,809335,19/4/2012,
12860,1,809860,827777,19/4/2012,
10344,1,844521,820594,19/4/2012,
13076,1,833996,812127,12/10/2012,
13419,1,842947,840699,26/2/2020,
6310,1,836637,835502,19/4/2012,
836,1,836925,815548,19/4/2012,
12360,1,820133,833668,19/4/2012,
1028,1,842840,818146,19/4/2012,
1084,1,841718,818983,19/4/2012,
231,1,836189,815327,19/4/2012,
9791,1,815035,828386,19/4/2012,
838,1,834929,820886,19/4/2012,
6594,1,831816,839221,19/4/2012,
235,1,836292,815366,19/4/2012,
13396,1,811820,816802,6/5/2019,
1510,1,833622,816120,19/4/2012,
4137,1,837361,819757,19/4/2012,
4157,1,838466,823027,19/4/2012,
1134,1,833455,811213,5/3/2014,
205,1,834301,821806,19/4/2012,
425,1,835343,815417,19/4/2012,
9621,1,829242,827217,19/4/2012,
616,1,834737,815709,19/4/2012,
1025,1,842602,818385,19/4/2012,
1323,1,837423,820491,19/4/2012,
1372,1,837759,822498,19/4/2012,
942,1,811999,816388,19/4/2012,
947,1,810258,817370,19/4/2012,
9471,1,830294,825254,19/4/2012,
10354,1,812336,816902,19/4/2012,
457,1,833413,811575,19/4/2012,
454,1,833471,811704,19/4/2012,
1229,1,816368,826527,19/4/2012,
978,1,810788,817588,19/4/2012,
9542,1,831125,823415,19/4/2012,
9550,1,831418,822794,19/4/2012,
13263,1,819723,818736,23/2/2017,
9913,1,817301,832784,19/4/2012,
125,1,833502,816629,19/4/2012,
232,1,835728,815508,19/4/2012,
1347,1,810697,817022,19/4/2012,
12750,1,842404,819690,27/11/2020,
10355,1,812202,817081,19/4/2012,
11040,1,811058,809911,19/4/2012,
12684,1,817198,835259,20/3/2014,
672,1,838366,816988,19/4/2012,
9857,1,816246,830164,19/4/2012,
12867,1,812283,825315,19/4/2012,
12901,1,817726,814087,19/4/2012,
12903,1,811004,815397,19/4/2012,
13208,1,817520,832828,24/6/2015,
8290,1,844509,824732,19/4/2012,
12918,1,839435,821895,19/4/2012,
9625,1,829664,826727,19/4/2012,
505,1,834050,812084,19/4/2012,
695,1,831055,814451,19/4/2012,
972,1,834821,821239,19/4/2012,
4197,1,834360,821987,19/4/2012,
212,1,835419,820487,19/4/2012,
9496,1,831061,824336,19/4/2012,
826,1,839531,821047,19/4/2012,
1096,1,840882,830165,19/4/2012,
1537,1,837569,811111,19/4/2012,
1204,1,817409,825819,5/3/2014,
982,1,811919,820096,19/4/2012,
12370,1,837182,818646,19/4/2012,
6730,1,826095,839895,19/4/2012,
6197,1,847124,829089,17/3/2014,
10000005,1,834009,821564,27/11/2020,
4043,1,837545,822344,19/4/2012,
11094,1,816928,818939,19/4/2012,
9737,1,814338,826601,19/4/2012,
10359,1,811310,817786,6/3/2014,
9761,1,814390,827154,19/4/2012,
9763,1,814475,827383,19/4/2012,
9766,1,815236,827208,19/4/2012,
9767,1,815406,827203,19/4/2012,
9770,1,815513,827289,19/4/2012,
3034,1,836780,815623,19/4/2012,
4198,1,834736,821675,19/4/2012,
12711,1,820754,833895,19/4/2012,
188,1,842901,815158,19/4/2012,
8229,1,841689,819468,19/4/2012,
9843,1,814851,829694,19/4/2012,
7067,1,841850,820244,19/4/2012,
1407,1,838592,823506,19/4/2012,
9910,1,818857,833821,19/4/2012,
6221,1,851533,829537,14/3/2014,
8272,1,844603,822573,19/4/2012,
13204,1,836032,815886,22/5/2015,
13178,1,835770,835275,16/1/2015,
13415,1,837655,818754,13/1/2020,
13416,1,837813,819995,13/1/2020,
13422,1,839457,819224,2/3/2020,
12919,1,837353,820189,19/4/2012,
12891,1,830294,825960,19/4/2012,
7102,1,842105,820110,19/4/2012,
82,1,840003,808944,19/4/2012,
84,1,840413,808669,19/4/2012,
9707,1,824137,825324,19/4/2012,
9089,1,834828,820075,19/4/2012,
